Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
PENINGKATAN KUALITAS MOTORIK ANAK USIA DINI BERBASIS ALAT PERMAINAN EDUKATIF DI POS PAUD PELANGI KELURAHAN MERGOSONO MALANG,https://garuda.kemdikbud.go.id/documents/detail/2459594,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668",2021,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
ANALISIS REDESAIN ALAT CETAK KUE SATU DENGAN METODE ZERO ONE DAN MATRIK EVALUASI,https://garuda.kemdikbud.go.id/documents/detail/2459424,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268",2021,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
PENGARUH JENIS MATERIAL TERHADAP KONDUKTIVITAS PANAS DAN VOLUME GARAM,https://garuda.kemdikbud.go.id/documents/detail/2459531,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""297-302","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""297-302",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""297-302",2021,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
EVALUASI KEEFEKTIFAN PROGRAM PERTUKARAN PELAJAR ANTARA PROGRAM STUDI TEKNIK INDUSTRI UNIVERSITAS WIDYAGAMA MALANG DENGAN PERGURUAN TINGGI DALAM DAN LUAR NEGERI,https://garuda.kemdikbud.go.id/documents/detail/2609597,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""997-1004","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""997-1004",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""997-1004",2021,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
ANALISA ADJECTIVE DARI REDESAIN ALAT CETAK OPAK SINGKONG KONVENSIONAL,https://garuda.kemdikbud.go.id/documents/detail/1252205,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 413-420","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 413-420",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 413-420",2019,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
Analisis kelayakan bisnis pada UKM Kripik Pisang Ramesta di Tulungagung,https://garuda.kemdikbud.go.id/documents/detail/1031202,"JMM - Jurnal Masyarakat Merdeka Vol 2, No 1 (2019): MEI","JMM - Jurnal Masyarakat Merdeka Vol 2, No 1 (2019): MEI",Author Order : 1 of 3,"JMM - Jurnal Masyarakat Merdeka Vol 2, No 1 (2019): MEI",2019,DOI: 10.51213/jmm.v2i1.15,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
PENERAPAN KONSEP CONTINUOUS IMPROVEMENT UNTUK MENGOPTIMALKAN PENGGUNAAN ENERGI PADA MESIN PENGERING (DRYER DEVICE) DI RTC LINE PT. HM SAMPOERNA TBK,https://garuda.kemdikbud.go.id/documents/detail/1252164,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230",2019,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
PELATIHAN KEMASAN DAN PELABELAN PADA UKM KRIPIK PISANG DI DUSUN PECUK TULUNGAGUNG,https://garuda.kemdikbud.go.id/documents/detail/1252239,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 159-164","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 159-164",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 159-164",2019,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
INOVASI PROSES STEAMER KERUPUK SINGKONG (SAMILER) DALAM PENINGKATAN PRODUKTIFITAS DI UKM KARYA LESTARI JAYA,https://garuda.kemdikbud.go.id/documents/detail/810539,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(PE)314-324","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(PE)314-324",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(PE)314-324",2018,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
STUDI EMPIRIS PENINGKATAN PRODUKTIVITAS PEKERJA PADA UKM KERUPUK SINGKONG,https://garuda.kemdikbud.go.id/documents/detail/810529,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(RT)582-590","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(RT)582-590",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2018 ""Inovasi IPTEKS untuk mendukung Pembangunan Berkelanjutan""(RT)582-590",2018,DOI: -,Accred : Unknown,SILVIANA,5990635,Universitas Widya Gama,S1 - Teknik Industri
