Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile
PENERAPAN JALUR SEPEDA PADA JARINGAN JALAN DI KOTA MALANG,https://garuda.kemdikbud.go.id/documents/detail/4010033,"Prosidia Widya Saintek Vol 3, No 1 (2024)81-92","Prosidia Widya Saintek Vol 3, No 1 (2024)81-92",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 1 (2024)81-92",2024,DOI: -,Accred : Unknown
STUDI KEBUTUHAN TERMINAL ANGKUTAN BARANG DI KABUPATEN PROBOLINGGO,https://garuda.kemdikbud.go.id/documents/detail/4010049,"Prosidia Widya Saintek Vol 3, No 1 (2024)13-24","Prosidia Widya Saintek Vol 3, No 1 (2024)13-24",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 1 (2024)13-24",2024,DOI: -,Accred : Unknown
Efektivitas Penggunaan Teknologi Building Information Modelling (BIM) Dalam Desain Rumah 3 Lantai,https://garuda.kemdikbud.go.id/documents/detail/4266207,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS51-59","JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS51-59",Author Order : 1 of 7,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS51-59",2024,DOI: 10.31328/js.v7i1.5682,Accred : Unknown
Pendekatan Teknologi Penanganan Longsor Pada Lokasi Tower di PT PLN (Persero) UPT Semarang Jawa Tengah,https://garuda.kemdikbud.go.id/documents/detail/4266211,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS60-66","JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS60-66",Author Order : 1 of 7,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 7, No 1 (2024): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS60-66",2024,DOI: 10.31328/js.v7i1.5688,Accred : Unknown
ANALISIS KUAT TEKAN PAVING BLOCK UNTUK PERKERASAN JALAN,https://garuda.kemdikbud.go.id/documents/detail/4528977,"Prosidia Widya Saintek Vol 3, No 2 (2024)319-328","Prosidia Widya Saintek Vol 3, No 2 (2024)319-328",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)319-328",2024,DOI: -,Accred : Unknown
STUDI PERBANDINGAN CURAH HUJAN AKTUAL DAN DATA SATELIT GPM DI BENDUNGAN KUNINGAN,https://garuda.kemdikbud.go.id/documents/detail/4528984,"Prosidia Widya Saintek Vol 3, No 2 (2024)329-338","Prosidia Widya Saintek Vol 3, No 2 (2024)329-338",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)329-338",2024,DOI: -,Accred : Unknown
APLIKASI TEKNOLOGI APC PADA SEPEDA MOTOR RODA TIGA ANGKUTAN BARANG,https://garuda.kemdikbud.go.id/documents/detail/4528985,"Prosidia Widya Saintek Vol 3, No 2 (2024)167-172","Prosidia Widya Saintek Vol 3, No 2 (2024)167-172",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)167-172",2024,DOI: -,Accred : Unknown
EVALUASI STRUKTUR DERMAGA KAISON AKIBAT RENCANA PENGEMBANGAN PELABUHAN,https://garuda.kemdikbud.go.id/documents/detail/4528994,"Prosidia Widya Saintek Vol 3, No 2 (2024)191-202","Prosidia Widya Saintek Vol 3, No 2 (2024)191-202",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)191-202",2024,DOI: -,Accred : Unknown
EVALUASI PROYEK PENINGKATAN JALAN MAYANG-KALISAT-AJUNG KABUPATEN JEMBER MENGGUNAKAN METODE EARNED VALUE,https://garuda.kemdikbud.go.id/documents/detail/4529000,"Prosidia Widya Saintek Vol 3, No 2 (2024)251-258","Prosidia Widya Saintek Vol 3, No 2 (2024)251-258",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)251-258",2024,DOI: -,Accred : Unknown
EVALUASI KINERJA SIMPANG 4 MERGAN KOTA MALANG,https://garuda.kemdikbud.go.id/documents/detail/4529001,"Prosidia Widya Saintek Vol 3, No 2 (2024)243-250","Prosidia Widya Saintek Vol 3, No 2 (2024)243-250",Author Order : 1 of 7,"Prosidia Widya Saintek Vol 3, No 2 (2024)243-250",2024,DOI: -,Accred : Unknown
