Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
PERANCANGAN SISTEM INFORMASI PENGENDALIAN PERSEDIAAN PADA USAHA SINGKONG KEJU KANGEN RASA,https://garuda.kemdikbud.go.id/documents/detail/3219878,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030951-960,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030951-960,Author Order : 4 of 4,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030951-960,2022,DOI: -,Accred : Unknown,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
OPTIMALISASI PEMBUATAN PAKAN TERNAK KELINCI PEDAGING SECARA MANDIRI DI PECI PÃÂ¢Ã¢âÂ¬Ã¢âÂ¢RAMA KABUPATEN TULUNGAGUNG,https://garuda.kemdikbud.go.id/documents/detail/3219892,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030971-980,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030971-980,Author Order : 4 of 4,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030971-980,2022,DOI: -,Accred : Unknown,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
PENGARUH JUMLAH SUDU TERHADAP UNJUK KERJA 3D PRINT TURBIN AIR TIPE VORTEX,https://garuda.kemdikbud.go.id/documents/detail/2837002,"TURBO [Tulisan Riset Berbasis Online] Vol 11, No 1 (2022): Jurnal TURBO Volume 11 Nomor 1 Juni 2022","TURBO [Tulisan Riset Berbasis Online] Vol 11, No 1 (2022): Jurnal TURBO Volume 11 Nomor 1 Juni 2022",Author Order : 4 of 4,"TURBO [Tulisan Riset Berbasis Online] Vol 11, No 1 (2022): Jurnal TURBO Volume 11 Nomor 1 Juni 2022",2022,DOI: 10.24127/trb.v11i1.1935,Accred : Sinta 3,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
Implementasi Sinici Kudo Apps pada Peternakan Kelinci Peci PâRama di Kabupaten Tulungagung,https://garuda.kemdikbud.go.id/documents/detail/2900313,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 6, No 1 (2022): EDISI JUNI 202211-22","JAST : Jurnal Aplikasi Sains dan Teknologi Vol 6, No 1 (2022): EDISI JUNI 202211-22",Author Order : 4 of 4,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 6, No 1 (2022): EDISI JUNI 202211-22",2022,DOI: 10.33366/jast.v6i1.3144,Accred : Sinta 4,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
Peningkatan Kapasitas Proses Produksi UKM Keripik Tempe Melalui Implementasi Mesin Pemotongan Tempe,https://garuda.kemdikbud.go.id/documents/detail/2598376,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS175-180","JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS175-180",Author Order : 4 of 4,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS175-180",2022,DOI: 10.31328/js.v5i1.3468,Accred : Unknown,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
Potensi Pengolahan Limbah Kulit Ubi Jalar Sebagai Limbah Proses Produksi Carangmas Menjadi Pakan Ternak,https://garuda.kemdikbud.go.id/documents/detail/2598388,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS155-160","JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS155-160",Author Order : 4 of 4,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 5, No 1 (2022): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS155-160",2022,DOI: 10.31328/js.v5i1.3585,Accred : Unknown,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
PENGARUH VARIASI TEMPERATUR HEAT TREATMENT PADA DUCTILE CAST IRON (FCD-50) TERHADAP SIFAT MEKANIK DAN STRUKTUR MIKRO,https://garuda.kemdikbud.go.id/documents/detail/3137792,"Jurnal Rekayasa Mesin Vol 17, No 2 (2022): Volume 17, Nomor 2, Agustus 2022203-212","Jurnal Rekayasa Mesin Vol 17, No 2 (2022): Volume 17, Nomor 2, Agustus 2022203-212",Author Order : 4 of 4,"Jurnal Rekayasa Mesin Vol 17, No 2 (2022): Volume 17, Nomor 2, Agustus 2022203-212",2022,DOI: 10.32497/jrm.v17i2.3078,Accred : Sinta 3,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
PENGARUH METODE PROSES MANUFAKTUR TERHADAP KEKUATAN BENDING KOMPOSIT SERAT KULIT POHON WARU SEBAGAI MATERIAL TERBARUKAN UNTUK PESAWAT NIRAWAK,https://garuda.kemdikbud.go.id/documents/detail/3230713,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 02 (2022)15-22,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 02 (2022)15-22,Author Order : 4 of 4,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 02 (2022)15-22,2022,DOI: 10.33795/jetm.v5i02.131,Accred : Sinta 4,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
Pengaruh arah aliran input resin sintetis pada proses vacuum infusion resin terhadap kekuatan tarik komposit serat kulit waru (hibiscus tiliaceus),https://garuda.kemdikbud.go.id/documents/detail/2243402,"TURBO [Tulisan Riset Berbasis Online] Vol 10, No 1 (2021): Jurnal TURBO Juni 2021","TURBO [Tulisan Riset Berbasis Online] Vol 10, No 1 (2021): Jurnal TURBO Juni 2021",Author Order : 4 of 4,"TURBO [Tulisan Riset Berbasis Online] Vol 10, No 1 (2021): Jurnal TURBO Juni 2021",2021,DOI: 10.24127/trb.v10i1.1288,Accred : Sinta 3,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
IMPLEMENTASI PEMBELAJARAN MBKM MELALUI PROYEK INDEPENDEN PENERAPAN PEMASARAN DIGITAL UMKM GRASIMA DALAM MEMPERLUAS JANGKAUAN PEMASARAN,https://garuda.kemdikbud.go.id/documents/detail/2609587,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""1111-1116","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""1111-1116",Author Order : 4 of 4,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""1111-1116",2021,DOI: -,Accred : Unknown,ARIEF RIZKI FADHILLAH,6695241,Universitas Widya Gama,S1 - Teknik Mesin
